-2.019498607242337096e-02,-5.484558040468559548e-03,-1.949818621523575699e-02,2.414486921529172478e-02,-1.365578016212031474e-02,3.147803691515238533e-02,2.696365767878074193e-02,1.512048455270374216e-02,-3.771903771903768743e-02,2.815983784566371967e-02
1.350390902629705799e-02,2.077421427424102143e-02,-1.495298288885470173e-02,4.275973650756963174e-02,5.456095481670619404e-04,-2.150090165071375306e-03,-4.452054794520538678e-02,8.070054945055023937e-03,1.172839506172843049e-02,2.851510244314581569e-02
1.332398316970544346e-02,1.856805664830846539e-02,-1.017214397496087573e-02,4.976172004876436988e-02,3.340036126921434954e-03,3.405852505734248761e-03,2.150537634408598853e-02,2.853006302163097439e-03,-2.745576571079926670e-02,2.970974808324212263e-02
-8.765859284890452352e-03,-1.498532365209338107e-02,-2.102766798418964980e-02,2.850506756756684707e-03,-1.290804714834125483e-03,-1.523967858132320831e-03,2.573099415204681620e-02,-2.377818351662311109e-03,3.136762860726659188e-04,-2.040952001063691193e-02
-1.163602513381428857e-03,2.002300292764531281e-02,-1.937984496124104273e-03,-1.473839351510661515e-03,-3.027107921499299845e-03,-8.047731372277046671e-03,-2.850627137970353220e-02,-1.000212811236433214e-02,-5.644402634054420699e-03,-1.004411265693922958e-02
-9.086672879776274900e-03,-5.227820203987400965e-03,2.427184466019417439e-02,1.041644702161306779e-01,5.356168122270835510e-03,2.433906840117495973e-02,-5.281690140845070325e-02,-2.579535683576565132e-04,1.292967518133070204e-02,1.720710221430034326e-02
-7.288972490007107272e-03,2.163944561801132201e-03,-1.879936808846757734e-02,-7.065788217320599814e-03,6.108113610912237115e-04,-9.763758022668274361e-03,7.434944237918145009e-03,-5.633439408273805890e-03,1.120797011207977194e-02,2.756436177382402819e-02
3.671245855045002227e-02,6.385275821294549015e-02,4.025116728385122640e-03,2.211751129916294384e-03,1.003832197239473874e-02,2.813211059780731937e-02,8.241082410824111804e-02,4.713921203995863861e-03,-1.200738916256168139e-02,4.092608381976773485e-02
-1.142334932602239068e-02,1.159812496979479137e-03,1.282873636946687797e-03,4.068317021684884210e-02,1.541147634556614028e-02,-4.191536449600966052e-02,6.477272727272730124e-02,1.691632231404966574e-02,-1.153007167341847661e-02,-2.457312078633900731e-03
-1.247977813727750747e-02,1.839069363324823472e-02,2.178090967328639299e-02,-9.035589157292970436e-03,-4.926922822564525420e-03,2.015959680806396828e-02,-2.561366061899685714e-02,-3.640211640211601582e-03,6.305170239596111312e-04,-1.256947953511880316e-02
